currency,detail_date,closing_price,24_hour_open,24h_high_usd,24h_low_usd
BTC,4/29/17,1319.7,1335.825,1338.9875,1282.93249
BTC,4/30/17,1311.58874,1319.7,1333.375,1311.25125
BTC,5/1/17,1370.79,1311.58874,1371.20625,1308.7425
BTC,5/2/17,1416.61,1370.79,1426.63375,1350.005
BTC,5/3/17,1448.88625,1416.61,1466.88125,1408.54
BTC,5/4/17,1506.7725,1448.88625,1507.51,1431.18125
BTC,5/5/17,1543.31,1506.7725,1594.62625,1442.73125
BTC,5/6/17,1536.1525,1543.31,1591.9675,1491.675
BTC,5/7/17,1554.6025,1536.1525,1555.225,1517.65
BTC,5/8/17,1564.065,1554.6025,1572.55375,1525.895
BTC,5/9/17,1644.72875,1564.065,1655.7875,1564.065
BTC,5/10/17,1695.83125,1644.72875,1753.595,1641.0625
BTC,5/11/17,1748.35375,1695.83125,1764.21,1690.39875
BTC,5/12/17,1774.52,1748.35375,1839.23125,1748.07
BTC,5/13/17,1634.6075,1774.52,1799.495,1587.69375
BTC,5/14/17,1774.805,1634.6075,1784.83625,1624.56125
BTC,5/15/17,1747.04375,1774.805,1793.7325,1740.2
BTC,5/16/17,1665.0325,1747.04375,1747.04375,1652.15625
BTC,5/17/17,1744.44125,1665.0325,1753.0375,1657.10875
BTC,5/18/17,1796.89625,1744.44125,1823.555,1744.44125
BTC,5/19/17,1913.13875,1796.89625,1918.3275,1795.7775
BTC,5/20/17,1983.97875,1913.13875,1993.12375,1909.23125
BTC,5/21/17,2074.69625,1983.97875,2074.69625,1964.975
BTC,5/22/17,2114.98875,2074.69625,2115.59125,2001.145
BTC,5/23/17,2196.66874,2114.98875,2289.2075,2062.30249
BTC,5/24/17,2348.55249,2196.66874,2356.405,2174.49375
BTC,5/25/17,2581.85375,2348.55249,2593.36666,2310.42625
BTC,5/26/17,2460.95375,2581.85375,2791.695,2298.48999
BTC,5/27/17,2232.2875,2460.95375,2639.905,2067.0975
BTC,5/28/17,2234.83374,2232.2875,2250.1475,1908.99125
BTC,5/29/17,2195.785,2234.83374,2320.8175,2135.0025
BTC,5/30/17,2315.73625,2195.785,2339.725,2157.34499
BTC,5/31/17,2170.98124,2315.73625,2329.63625,2152.9225
BTC,6/1/17,2402.125,2170.98124,2414.515,2162.22625
BTC,6/2/17,2477.1725,2402.125,2489.9775,2361.74125
BTC,6/3/17,2475.2975,2477.1725,2524.80625,2418.9325
BTC,6/4/17,2526.31125,2475.2975,2593.64,2448.04374
BTC,6/5/17,2605.125,2526.31125,2607.92999,2494.29125
BTC,6/6/17,2855.03,2605.125,2911.86,2582.375
BTC,6/7/17,2900.8525,2855.03,2967.47625,2742.335
BTC,6/8/17,2737.9025,2900.8525,2911.93875,2625.085
BTC,6/9/17,2826.03875,2737.9025,2864.365,2712.68875
BTC,6/10/17,2846.00625,2826.03875,2874.69625,2794.0625
BTC,6/11/17,2910.33625,2846.00625,2943.6325,2821.525
BTC,6/12/17,3007.0125,2910.33625,3025.4725,2894.01
BTC,6/13/17,2697.0775,3007.0125,3041.35833,2525.23875
BTC,6/14/17,2780.1825,2697.0775,2802.9475,2696.4575
BTC,6/15/17,2518.54875,2780.1825,2828.8825,2385.03125
BTC,6/16/17,2438.61749,2518.54875,2522.3075,2185.96124
BTC,6/17/17,2520.78375,2438.61749,2559.18874,2433.9475
BTC,6/18/17,2680.1025,2520.78375,2707.06,2510.93874
BTC,6/19/17,2611.67999,2680.1025,2680.1025,2522.3225
BTC,6/20/17,2667.5475,2611.67999,2691.57375,2555.10375
BTC,6/21/17,2805.0975,2667.5475,2822.63375,2636.05875
BTC,6/22/17,2702.00375,2805.0975,2828.94375,2661.31125
BTC,6/23/17,2763.29125,2702.00375,2783.75875,2643.75875
BTC,6/24/17,2740.5925,2763.29125,2780.27,2726.04125
BTC,6/25/17,2598.15875,2740.5925,2764.0375,2556.8225
BTC,6/26/17,2630.59499,2598.15875,2696.88625,2530.63125
BTC,6/27/17,2513.42999,2630.59499,2633.1075,2387.63749
BTC,6/28/17,2556.1675,2513.42999,2597.27625,2332.60125
BTC,6/29/17,2591.2675,2556.1675,2619.23625,2498.9325
BTC,6/30/17,2547.3225,2591.2675,2620.84375,2530.12125
BTC,7/1/17,2479.05499,2547.3225,2581.74125,2471.7925
BTC,7/2/17,2424.69875,2479.05499,2547.0475,2396.01249
BTC,7/3/17,2513.74125,2424.69875,2551.065,2410.4725
BTC,7/4/17,2640.06125,2513.74125,2648.85624,2510.3225
BTC,7/5/17,2588.67875,2640.06125,2659.78875,2583.3525
BTC,7/6/17,2634.17375,2588.67875,2648.67999,2560.85
BTC,7/7/17,2598.57,2634.17375,2638.09875,2591.9825
BTC,7/8/17,2514.3625,2598.57,2603.47125,2482.77124
BTC,7/9/17,2586.0425,2514.3625,2588.38125,2506.30375
BTC,7/10/17,2524.12624,2586.0425,2590.7525,2510.28625
BTC,7/11/17,2352.265,2524.12624,2541.55625,2314.0775
BTC,7/12/17,2292.91375,2352.265,2428.15749,2272.31625
BTC,7/13/17,2437.55375,2292.91375,2448.505,2292.41874
BTC,7/14/17,2337.67875,2437.55375,2437.55375,2327.72875
BTC,7/15/17,2109.37375,2337.67875,2372.83374,2105.24375
BTC,7/16/17,2045.5725,2109.37375,2151.72875,1971.28375
BTC,7/17/17,1986.9425,2045.5725,2055.7475,1836.92
BTC,7/18/17,2189.23999,1986.9425,2246.11749,1986.9425
BTC,7/19/17,2354.8925,2189.23999,2407.18874,2177.99375
BTC,7/20/17,2349.355,2354.8925,2413.485,2258.1125
BTC,7/21/17,2740.56875,2349.355,2946.36,2332.35375
BTC,7/22/17,2738.775,2740.56875,2814.5075,2639.31374
BTC,7/23/17,2831.67875,2738.775,2875.7775,2725.06625
BTC,7/24/17,2772.3675,2831.67875,2836.3775,2670.76125
BTC,7/25/17,2768.8025,2772.3675,2813.96875,2720.71125
BTC,7/26/17,2540.20874,2768.8025,2796.92125,2485.185
BTC,7/27/17,2570.195,2540.20874,2577.05875,2433.83125
BTC,7/28/17,2699.72125,2570.195,2749.99875,2554.37
BTC,7/29/17,2719.69,2699.72125,2833.2375,2682.87
BTC,7/30/17,2714.70375,2719.69,2780.2075,2693.95875
BTC,7/31/17,2718.6175,2714.70375,2753.33125,2615.8075
BTC,8/1/17,2867.65375,2718.6175,2902.37125,2706.8225
BTC,8/2/17,2739.70875,2867.65375,2925.03375,2670.16333
BTC,8/3/17,2740.07125,2739.70875,2765.5525,2681.46875
BTC,8/4/17,2811.71,2740.07125,2824.38,2731.19625
BTC,8/5/17,3123.41125,2811.71,3167.555,2797.1175
BTC,8/6/17,3254.71,3123.41125,3360.86625,3104.16875
BTC,8/7/17,3274.6375,3254.71,3325.96625,3190.18625
BTC,8/8/17,3474.7625,3274.6375,3476.81875,3258.405
BTC,8/9/17,3416.185,3474.7625,3525.0375,3376.37
BTC,8/10/17,3364.41125,3416.185,3442.98875,3280.325
BTC,8/11/17,3451.8525,3364.41125,3474.335,3357.67125
BTC,8/12/17,3705.43,3451.8525,3741.33125,3451.8525
BTC,8/13/17,4104.015,3705.43,4162.5725,3701.83375
BTC,8/14/17,4036.7575,4104.015,4225.4025,3890.005
BTC,8/15/17,4462.67625,4036.7575,4483.54749,4036.7575
BTC,8/16/17,4118.9025,4462.67625,4470.34375,3892.72
BTC,8/17/17,4322.42125,4118.9025,4440.76124,3985.23375
BTC,8/18/17,4311.685,4322.42125,4522.13,4225.5
BTC,8/19/17,4180.23875,4311.685,4407.79625,4040.05375
BTC,8/20/17,4139.38125,4180.23875,4235.06499,4033.53625
BTC,8/21/17,4110.94125,4139.38125,4218.21125,4101.06125
BTC,8/22/17,3911.27625,4110.94125,4142.63875,3884.6225
BTC,8/23/17,4162.79249,3911.27625,4197.76124,3687.27625
BTC,8/24/17,4178.75625,4162.79249,4299.96875,4130.925
BTC,8/25/17,4396.03125,4178.75625,4420.35999,4165.77375
BTC,8/26/17,4359.9025,4396.03125,4496.29249,4320.22
BTC,8/27/17,4381.39625,4359.9025,4439.29125,4309.3125
BTC,8/28/17,4340.46,4381.39625,4416.0225,4340.46
BTC,8/29/17,4442.6575,4340.46,4455.04625,4239.01124
BTC,8/30/17,4664.64375,4442.6575,4703.41749,4400.15874
BTC,8/31/17,4676.1425,4664.64375,4707.5525,4545.5375
BTC,9/1/17,4783.17,4676.1425,4808.12125,4654.07
BTC,9/2/17,4864.285,4783.17,5013.9075,4726.74374
BTC,9/3/17,4672.56875,4864.285,4902.26124,4529.37125
BTC,9/4/17,4593.1825,4672.56875,4749.02875,4481.5225
BTC,9/5/17,4160.535,4593.1825,4594.5775,4037.49875
BTC,9/6/17,4517.57,4160.535,4529.58875,4111.97124
BTC,9/7/17,4543.1025,4517.57,4666.46625,4517.57
BTC,9/8/17,4628.6025,4543.1025,4691.97999,4506.6625
BTC,9/9/17,4280.975,4628.6025,4698.73125,4151.6425
BTC,9/10/17,4194.21875,4280.975,4394.51624,4161.9725
BTC,9/11/17,4307.82625,4194.21875,4334.5075,3976.46125
BTC,9/12/17,4295.76124,4307.82625,4310.79125,4108.475
BTC,9/13/17,3944.58375,4295.76124,4368.22,3944.58375
BTC,9/14/17,3817.0575,3944.58375,4053.3225,3766.36
BTC,9/15/17,3358.10875,3817.0575,3896.7925,3209.43875
BTC,9/16/17,3772.68375,3358.10875,3806.57875,2951.1525
BTC,9/17/17,3608.595,3772.68375,3874.62625,3551.75875
BTC,9/18/17,3764.6175,3608.595,3803.4125,3484.80125
BTC,9/19/17,3976.3875,3764.6175,4080.4975,3753.3775
BTC,9/20/17,3863.18625,3976.3875,4026.57,3847.35375
BTC,9/21/17,3827.685,3863.18625,4021.46,3813.225
BTC,9/22/17,3690.99125,3827.685,3890.98,3584.59125
BTC,9/23/17,3612.1625,3690.99125,3748.705,3519.07125
BTC,9/24/17,3772.8475,3612.1625,3810.5375,3612.1625
BTC,9/25/17,3753.435,3772.8475,3775.7775,3627.52625
BTC,9/26/17,3920.99125,3753.435,3970.2575,3752.46875
BTC,9/27/17,3939.515,3920.99125,3968.53625,3865.23125
BTC,9/28/17,4220.28,3939.515,4228.085,3930.91125
BTC,9/29/17,4062.20375,4220.28,4278.77625,4027.04125
BTC,9/30/17,4207.825,4062.20375,4227.43875,4035.7075
BTC,10/1/17,4300.55125,4207.825,4366.805,4205.00375
BTC,10/2/17,4414.1775,4300.55125,4431.32125,4261.34624
BTC,10/3/17,4424.4725,4414.1775,4462.00625,4376.085
BTC,10/4/17,4307.555,4424.4725,4426.06125,4246.29
BTC,10/5/17,4186.78374,4307.555,4345.28374,4179.41875
BTC,10/6/17,4325.23625,4186.78374,4355.89375,4150.7575
BTC,10/7/17,4370.16875,4325.23625,4417.45125,4316.85999
BTC,10/8/17,4446.17249,4370.16875,4461.66,4330.28374
BTC,10/9/17,4624.34875,4446.17249,4625.22,4419.19375
BTC,10/10/17,4789.30125,4624.34875,4870.04125,4554.0275
BTC,10/11/17,4741.70875,4789.30125,4909.18124,4726.28
BTC,10/12/17,4858.60499,4741.70875,4882.695,4730.87875
BTC,10/13/17,5728.5475,4858.60499,5856.09875,4843.695
BTC,10/14/17,5666.97875,5728.5475,5813.26875,5432.3525
BTC,10/15/17,5779.07375,5666.97875,5844.77125,5570.04
BTC,10/16/17,5607.01,5779.07375,5796.2425,5439.9825
BTC,10/17/17,5643.55375,5607.01,5789.795,5569.3075
BTC,10/18/17,5495.03875,5643.55375,5685.35,5461.02625
BTC,10/19/17,5627.08625,5495.03875,5639.68625,5109.7
BTC,10/20/17,5686.52625,5627.08625,5735.155,5544.70375
BTC,10/21/17,6098.115,5686.52625,6112.18875,5611.1175
BTC,10/22/17,5949.07875,6098.115,6183.9825,5886.65125
BTC,10/23/17,5969.795,5949.07875,6031.74625,5733.01875
BTC,10/24/17,5649.005,5969.795,6050.20375,5564.77375
BTC,10/25/17,5550.85875,5649.005,5769.27,5374.5975
BTC,10/26/17,5776.87875,5550.85875,5784.57625,5430.75
BTC,10/27/17,5923.70625,5776.87875,5995.92625,5695.33125
BTC,10/28/17,5737.1025,5923.70625,5926.64,5691.7575
BTC,10/29/17,5741.7225,5737.1025,5806.9225,5667.34875
BTC,10/30/17,6151.325,5741.7225,6306.5775,5733.85625
BTC,10/31/17,6130.56375,6151.325,6218.48875,6026.68875
BTC,11/1/17,6424.515,6130.56375,6458.26625,6089.47375
BTC,11/2/17,6879.365,6424.515,6922.9,6357.91
BTC,11/3/17,7199.2375,6879.365,7355.35,6798.3975
BTC,11/4/17,7210.46875,7199.2375,7454.03875,6994.8775
BTC,11/5/17,7376.7425,7210.46875,7503.71875,7100.51125
BTC,11/6/17,7231.93,7376.7425,7601.535,7202.47125
BTC,11/7/17,7123.89375,7231.93,7423.05875,6932.42875
BTC,11/8/17,7356.50625,7123.89375,7377.9625,6978.5875
BTC,11/9/17,7342.82375,7356.50625,7879.06,7095.42375
BTC,11/10/17,7250.77,7342.82375,7439.385,7058.35125
BTC,11/11/17,6773.695,7250.77,7305.295,6422.975
BTC,11/12/17,6075.30125,6773.695,6806.04375,6062.08625
BTC,11/13/17,5969.13,6075.30125,6466.46,5507.29
BTC,11/14/17,6666.27125,5969.13,6770.37,5949.5025
BTC,11/15/17,6867.42625,6666.27125,6910.2475,6442.4
BTC,11/16/17,7259.3,6867.42625,7336.80125,6798.9325
BTC,11/17/17,7924.1825,7259.3,7998.39625,7172.755
BTC,11/18/17,7598.2775,7924.1825,7984.68375,7460.11125
BTC,11/19/17,7787.45625,7598.2775,7848.94125,7546.33375
BTC,11/20/17,7954.7675,7787.45625,8101.91,7678.375
BTC,11/21/17,7879.06,7954.7675,8286.17375,7818.5025
BTC,11/22/17,8150.6325,7879.06,8362.3025,7828.535
BTC,11/23/17,8208.75375,8150.6325,8294.495,8095.08125
BTC,11/24/17,8094.445,8208.75375,8264.3875,7892.68
BTC,11/25/17,8190.87125,8094.445,8333.17375,8025.19625
BTC,11/26/17,8851.305,8190.87125,8909.31,8190.87125
BTC,11/27/17,9573.9675,8851.305,9682.10125,8834.3875
BTC,11/28/17,9713.09625,9573.9675,9743.12375,9382.13125
BTC,11/29/17,10295.6225,9713.09625,10358.30625,9690.33375
BTC,11/30/17,10542.6625,10295.6225,11377.33375,9290.29625
BTC,12/1/17,9706.10375,10542.6625,10681.85125,9021.84874
BTC,12/2/17,10923.20125,9706.10375,11082.27,9421.45624
BTC,12/3/17,10973.54375,10923.20125,11156.145,10705.12999
BTC,12/4/17,11382.20875,10973.54375,11831.5125,10495.5625
BTC,12/5/17,11597.23125,11382.20875,11662.84375,10875.71375
BTC,12/6/17,12230.365,11597.23125,12273.54,11473.50875
BTC,12/7/17,13734.52,12230.365,14097.04,12152.1075
BTC,12/8/17,16403.42125,13734.52,17153.94125,13731.82
BTC,12/9/17,15732.1,16403.42125,16590.21375,13963.52875
BTC,12/10/17,13152.52875,15732.1,15859.42375,13152.52875
BTC,12/11/17,16299.2975,13152.52875,16587.8425,13152.52875
BTC,12/12/17,16374.8975,16299.2975,17382.63874,16031.4475
BTC,12/13/17,16678.28749,16374.8975,17615.4725,16259.2775
BTC,12/14/17,16246.13875,16678.28749,17335.73125,15799.8675
BTC,12/15/17,17221.65125,16246.13875,17583.2,16152.01375
BTC,12/16/17,17436.5975,17221.65125,17872.555,16999.70375
BTC,12/17/17,19166.97874,17436.5975,19521.7825,17436.5975
BTC,12/18/17,18640.2625,19166.97874,19783.20625,18094.19374
BTC,12/19/17,18984.7675,18640.2625,19227.0825,18329.145
BTC,12/20/17,16862.57125,18984.7675,18984.7675,15577.7425
BTC,12/21/17,16925.0175,16862.57125,17822.56625,15683.86125
BTC,12/22/17,14182.46499,16925.0175,17301.21125,13077.93666
BTC,12/23/17,14694.5825,14182.46499,14976.25625,10834.94375
BTC,12/24/17,14103.21875,14694.5825,15704.34625,13483.4575
BTC,12/25/17,13387.34875,14103.21875,14489.48375,12508.425
BTC,12/26/17,14652.3675,13387.34875,14670.675,13196.82625
BTC,12/27/17,15846.07375,14652.3675,16079.32375,14553.87375
BTC,12/28/17,14362.40375,15846.07375,16476.18,13935.615
BTC,12/29/17,14867.5725,14362.40375,14997.83375,13498.77875
BTC,12/30/17,13643.695,14867.5725,15076.0625,13406.67125
BTC,12/31/17,13062.145,13643.695,13826.04125,12182.52375
BTC,1/1/18,13439.4175,13062.145,14213.44125,12587.60375
BTC,1/2/18,13337.62125,13439.4175,13892.2425,12859.8025
BTC,1/3/18,14881.545,13337.62125,15216.75625,12955.965
BTC,1/4/18,15104.45,14881.545,15394.98625,14588.595
BTC,1/5/18,14953.8525,15104.45,15194.40625,14225.16625
BTC,1/6/18,16576.69625,14953.8525,17118.35625,14816.50875
BTC,1/7/18,16735.10625,16576.69625,17211.92375,16254.94875
BTC,1/8/18,15632.41125,16735.10625,16861.20875,15546.415
BTC,1/9/18,15242.93625,15632.41125,15944.5225,13957.9125
BTC,1/10/18,14122.825,15242.93625,15360.1325,13968.24375
BTC,1/11/18,13269.5975,14122.825,14942.61125,13161.5775
BTC,1/12/18,13633.36375,13269.5975,14198.5325,12845.7125
BTC,1/13/18,14165.90625,13633.36375,14262.0075,13363.81
BTC,1/14/18,14217.3625,14165.90625,14536.54,14013.9475
BTC,1/15/18,13519.92625,14217.3625,14245.52,13051.59375
BTC,1/16/18,12915.11625,13519.92625,14307.53375,12762.9975
BTC,1/17/18,10870.16875,12915.11625,13211.24625,10063.1175
BTC,1/18/18,11340.65,10870.16875,11764.13625,9199.5925
BTC,1/19/18,11137.36875,11340.65,12045.095,10663.945
BTC,1/20/18,11742.94125,11137.36875,11955.4425,11022.02875
BTC,1/21/18,12486.06625,11742.94125,13007.25125,11596.715
BTC,1/22/18,11508.62,12486.06625,12486.06625,11096.0525
BTC,1/23/18,10872.9025,11508.62,11868.715,10050.7925
BTC,1/24/18,10830.9275,10872.9025,11358.33625,9972.2875
BTC,1/25/18,11629.375,10830.9275,11710.9975,10497.15375
BTC,1/26/18,11524.345,11629.375,11629.375,10889.045
BTC,1/27/18,11005.615,11524.345,11540.4075,10321.04125
BTC,1/28/18,11452.23,11005.615,11574.36125,10855.46
BTC,1/29/18,11412.79375,11452.23,11942.255,11303.365
BTC,1/30/18,10917.15125,11412.79375,11480.56375,10805.81625
BTC,1/31/18,9914.4725,10917.15125,11063.8,9627.88875
BTC,2/1/18,9970.30875,9914.4725,10334.41875,9688.28
BTC,2/2/18,8715.59499,9970.30875,10169.8225,8563.9275
BTC,2/3/18,8285.50124,8715.59499,9095.79999,7695.10375
BTC,2/4/18,9192.045,8285.50124,9471.45624,8192.62999
BTC,2/5/18,8136.39,9192.045,9363.41124,7859.5125
BTC,2/6/18,6332.37,8136.39,8346.90625,6197.98
BTC,2/7/18,7270.5075,6332.37,7957.3425,5947.39625
BTC,2/8/18,7987.28125,7270.5075,8582.92625,7207.97125
BTC,2/9/18,8086.7725,7987.28125,8621.275,7808.22
BTC,2/10/18,8930.13875,8086.7725,9005.03375,7754.67
BTC,2/11/18,8045.44,8930.13875,9070.63875,8030.6725
BTC,2/12/18,8478.92499,8045.44,8566.15875,7845.12625
BTC,2/13/18,8766.8525,8478.92499,8977.0775,8362.84125
BTC,2/14/18,8693.2525,8766.8525,8772.87999,8370.48375
BTC,2/15/18,9659.2875,8693.2525,9722.5475,8693.2525
BTC,2/16/18,10110.83875,9659.2875,10293.44,9496.01874
BTC,2/17/18,10474.77125,10110.83875,10496.205,9718.59375
BTC,2/18/18,10855.9375,10474.77125,11279.17875,10472.71625
BTC,2/19/18,10537.00625,10855.9375,10963.68625,10156.38125
BTC,2/20/18,11416.03875,10537.00625,11497.405,10405.97625
BTC,2/21/18,10928.02,11416.03875,11767.5775,10871.53125
BTC,2/22/18,10727.9525,10928.02,11180.56125,10244.32125
BTC,2/23/18,9809.72125,10727.9525,10913.64875,9592.95999
BTC,2/24/18,10412.36875,9809.72125,10454.48,9705.1625
BTC,2/25/18,9585.285,10412.36875,10509.625,9381.17125
BTC,2/26/18,9627.71625,9585.285,9858.15749,9304.6825
BTC,2/27/18,10272.9025,9627.71625,10443.27625,9386.48625
BTC,2/28/18,10903.01875,10272.9025,10953.17375,10226.84874
BTC,3/1/18,10352.04625,10903.01875,11044.16125,10222.435
BTC,3/2/18,11100.2925,10352.04625,11165.6575,10329.06
BTC,3/3/18,11305.1225,11100.2925,11351.24,10784.22125
BTC,3/4/18,11171.8175,11305.1225,11498.415,11127.895
BTC,3/5/18,11558.475,11171.8175,11574.94125,11067.785
BTC,3/6/18,11246.7475,11558.475,11660.2425,11182.55125
BTC,3/7/18,10735.88625,11246.7475,11323.345,10584.95875
BTC,3/8/18,9552.75875,10735.88625,10810.4775,9468.44625
BTC,3/9/18,8980.19249,9552.75875,10101.28125,8897.02249
BTC,3/10/18,9251.2925,8980.19249,9413.14625,8370.79625
BTC,3/11/18,8680.6075,9251.2925,9505.25625,8474.54
BTC,3/12/18,9433.47374,8680.6075,9730.08124,8588.22875
BTC,3/13/18,9047.5125,9433.47374,9885.2225,8778.20624
BTC,3/14/18,9260.70875,9047.5125,9474.6775,8860.875
BTC,3/15/18,7895.98875,9260.70875,9260.70875,7760.53125
BTC,3/16/18,8039.6025,7895.98875,8413.11125,7676.51875
BTC,3/17/18,8206.555,8039.6025,8599.54,8035.64
BTC,3/18/18,7667.99,8206.555,8342.135,7559.26375
BTC,3/19/18,8189.49125,7667.99,8434.9275,7335.5725
BTC,3/20/18,8597.3375,8189.49125,8702.465,8130.24
BTC,3/21/18,9028.2975,8597.3375,9050.51625,8324.26125
BTC,3/22/18,9023.7175,9028.2975,9159.90125,8765.57
BTC,3/23/18,8411.6525,9023.7175,9045.44249,8347.285
BTC,3/24/18,8881.98625,8411.6525,8970.66124,8296.32625
BTC,3/25/18,8548.8125,8881.98625,9000.44375,8462.90375
BTC,3/26/18,8429.33124,8548.8125,8660.48749,8370.48875
BTC,3/27/18,7854.6375,8429.33124,8476.96875,7826.01375
BTC,3/28/18,7863.255,7854.6375,8130.44875,7744.82125
BTC,3/29/18,7866.36,7863.255,8096.01625,7814.895
BTC,3/30/18,6861.325,7866.36,7868.8325,6686.85
BTC,3/31/18,6970.36375,6861.325,7266.065,6593.73625
BTC,4/1/18,6926.875,6970.36375,7213.50375,6796.82125
BTC,4/2/18,6986.835,6926.875,7023.0875,6443.20125
BTC,4/3/18,7182.12,6986.835,7194.8425,6854.62375
BTC,4/4/18,7295.89,7182.12,7506.6775,7182.12
BTC,4/5/18,6769.48375,7295.89,7385.70875,6583.85375
BTC,4/6/18,6766.5925,6769.48375,6918.6975,6630.9025
BTC,4/7/18,6854.92125,6766.5925,6892.49375,6513.1025
BTC,4/8/18,6964.4325,6854.92125,7050.49625,6783.28625
BTC,4/9/18,7125.53875,6964.4325,7159.98,6897.75
BTC,4/10/18,6789.2675,7125.53875,7170.76,6616.57125
BTC,4/11/18,6824.49375,6789.2675,6878.08375,6659.51
BTC,4/12/18,6941.63875,6824.49375,6964.0825,6807.4375
BTC,4/13/18,7823.55875,6941.63875,8055.20125,6766.37
BTC,4/14/18,8040.88125,7823.55875,8218.70375,7767.79875
BTC,4/15/18,8083.57375,8040.88125,8174.69875,7882.1425
BTC,4/16/18,8160.4125,8083.57375,8407.7175,8060.46875
BTC,4/17/18,8030.57,8160.4125,8162.8075,7909.14125
BTC,4/18/18,7937.61,8030.57,8151.0975,7834.4
BTC,4/19/18,8188.71875,7937.61,8253.88625,7886.1775
BTC,4/20/18,8333.81374,8188.71875,8380.25124,8104.87875
BTC,4/21/18,8866.67,8333.81374,8930.43,8221.25375
BTC,4/22/18,8830.05875,8866.67,9021.07,8615.67625
BTC,4/23/18,8868.16124,8830.05875,9009.82,8761.88375
BTC,4/24/18,9191.82,8868.16124,9220.9675,8818.75875
BTC,4/25/18,9373.3025,9191.82,9746.81749,9191.82
BTC,4/26/18,8807.515,9373.3025,9514.41375,8662.285
BTC,4/27/18,9153.64125,8807.515,9303.01874,8660.8675
BTC,4/28/18,9144.38375,9153.64125,9372.38375,8873.65166
BTC,4/29/18,9444.1425,9144.38375,9536.64,9085.22374
BTC,4/30/18,9268.7175,9444.1425,9472.4975,9182.6775
BTC,5/1/18,8949.87624,9268.7175,9344.89125,8883.5875
BTC,5/2/18,9029.47875,8949.87624,9134.9525,8842.03249
BTC,5/3/18,9228.8525,9029.47875,9262.32625,9025.18625
BTC,5/4/18,9572.69875,9228.8525,9790.94249,9162.18625
BTC,5/5/18,9817.5975,9572.69875,9855.62875,9572.69875
BTC,5/6/18,9845.54375,9817.5975,9954.95375,9700.90625
BTC,5/7/18,9326.76125,9845.54375,9869.65,9229.74875
BTC,5/8/18,9424.99124,9326.76125,9454.91875,9188.65875
BTC,5/9/18,9039.02875,9424.99124,9426.52,9003.135
BTC,5/10/18,9327.04999,9039.02875,9360.41,8975.97374
BTC,5/11/18,8920.25625,9327.04999,9383.295,8874.54
BTC,5/12/18,8408.35875,8920.25625,9002.49,8350.12875
BTC,5/13/18,8442.23875,8408.35875,8642.8025,8220.5175
BTC,5/14/18,8398.86249,8442.23875,8758.58124,8343.305
BTC,5/15/18,8711.38875,8398.86249,8878.945,8296.14125
BTC,5/16/18,8159.25625,8711.38875,8835.5125,8110.32625
BTC,5/17/18,8360.22875,8159.25625,8458.52625,8146.6825
BTC,5/18/18,7996.82125,8360.22875,8373.22374,7931.42875
BTC,5/19/18,8237.3425,7996.82125,8273.5375,7972.5875
BTC,5/20/18,8250.395,8237.3425,8392.77125,8154.14625
BTC,5/21/18,8493.13125,8250.395,8582.8025,8230.20999
BTC,5/22/18,8324.025,8493.13125,8566.1375,8260.78125
BTC,5/23/18,7951.51375,8324.025,8344.72374,7866.72875
BTC,5/24/18,7614.96375,7951.51375,7951.8025,7442.2414839965
BTC,5/25/18,7599.9525,7614.96375,7721.83125,7272.645
BTC,5/26/18,7436.835,7599.9525,7651.105546959,7335.3008168209
BTC,5/27/18,7296.79625,7436.835,7617.845280125,7226.65
BTC,5/28/18,7383.2175,7296.79625,7431.44,7251.02
BTC,5/29/18,7118.42375,7383.2175,7386.68,7043.2823586382
BTC,5/30/18,7491.61125,7118.42375,7562.366729247,7051.9578394976
BTC,5/31/18,7363.27625,7491.61125,7541.0957594866,7282.1837278438
BTC,6/1/18,7490.62125,7540.8105222724,7614.063907643,7361.565
BTC,6/2/18,7518.333328931,7494.0654822749,7599.1804741896,7393.287587982
BTC,6/3/18,7630.403388155,7516.6125685348,7696.5429259941,7450.6980170172
BTC,6/4/18,7716.1450680606,7638.232021408,7774.8292847221,7600.2639442066
BTC,6/5/18,7505.5892769261,7706.6398292592,7760.1783077338,7451.5239469731
BTC,6/6/18,7624.1879705558,7505.5892814697,7671.3076224517,7361.0026225192
BTC,6/12/18,6780.3408026703,6680.2168597016,6798.66293569,6673.123680465
BTC,6/13/18,6525.329181606,6870.4103486233,6907.5024903778,6465.0761275719
BTC,6/14/18,6321.6559647806,6525.0963860433,6599.7195547336,6154.350128898
BTC,6/15/18,6601.3241577351,6296.3268589945,6671.7886519589,6270.4453042246
BTC,6/16/18,6397.4411699407,6632.4461951216,6642.5181931937,6396.940015191
BTC,6/17/18,6529.5440149899,6397.4411699333,6544.6148909901,6329.1900464333
BTC,6/18/18,6482.8686968609,6491.9683234448,6555.9438003666,6431.0892329673
BTC,6/19/18,6711.6496699796,6442.5285229109,6772.2491827215,6382.4426606401
BTC,6/20/18,6731.7101466428,6706.6267954514,6808.1662713112,6669.8435674097
BTC,6/21/18,6736.8677212375,6735.9369835741,6806.3634262527,6569.9067012076
BTC,6/22/18,6729.9259369514,6760.2550964816,6787.4240775802,6682.9361944656
BTC,6/23/18,6099.445277341,6729.4986888553,6729.9005927093,5987.76838583
